성별,교급별,학년별,권역별,용돈,가중치,평생 도박 경험,지난 6개월 간 도박 지속 여부,지난 6개월 간 가장 많이 한 도박 유형,지난 6개월 간 가장 많이 한 도박 빈도,지난 6개월 간 도박을 통한 손익 여부,도박으로 인한 폐해_일상생활 문제,주변친구의 도박 행위 목격 및 청취 경험 여부,학교 내 도박문제 예방교육 경험 여부,청소년 도박문제 예방교육 필요성
2,3,7,3,5,141.04,2,99,99,99,99,99,1,1,4
2,3,7,3,8,141.04,1,2,99,99,99,99,2,2,1
2,3,7,3,5,141.04,2,99,99,99,99,99,2,1,3
2,3,7,3,4,141.04,2,99,99,99,99,99,1,2,3
2,3,7,3,3,141.04,2,99,99,99,99,99,2,2,3
2,3,7,3,3,141.04,2,99,99,99,99,99,2,2,4
2,3,7,3,3,141.04,2,99,99,99,99,99,2,2,3
2,3,7,3,7,141.04,2,99,99,99,99,99,1,2,3
2,3,7,3,3,141.04,2,99,99,99,99,99,2,2,4
2,3,7,3,1,141.04,2,99,99,99,99,99,2,2,3
2,3,7,3,6,141.04,2,99,99,99,99,99,2,1,3
2,3,7,3,8,141.04,2,99,99,99,99,99,1,1,3
2,3,7,3,6,141.04,2,99,99,99,99,99,2,1,3
2,2,4,1,4,706.41,2,99,99,99,99,99,2,1,3
2,3,7,1,3,349.64,2,99,99,99,99,99,2,1,4
2,3,7,1,5,349.64,2,99,99,99,99,99,2,1,2
2,3,7,1,8,223.86,2,99,99,99,99,99,2,1,3
2,3,7,1,3,223.86,2,99,99,99,99,99,2,1,3
2,3,8,3,7,84.3,2,99,99,99,99,99,1,1,2
1,3,8,3,5,232.38,2,99,99,99,99,99,1,1,3
1,3,8,3,3,232.38,2,99,99,99,99,99,1,1,4
1,3,8,3,4,232.38,2,99,99,99,99,99,1,1,4
2,3,8,3,3,84.3,2,99,99,99,99,99,2,1,3
2,3,8,3,1,84.3,2,99,99,99,99,99,2,1,3
2,3,8,3,1,84.3,2,99,99,99,99,99,2,1,4
1,3,8,3,1,232.38,2,99,99,99,99,99,2,1,4
2,3,8,3,4,84.3,2,99,99,99,99,99,2,1,2
2,3,8,3,4,84.3,2,99,99,99,99,99,2,1,3
2,3,8,3,5,84.3,2,99,99,99,99,99,2,1,4
2,3,8,3,5,84.3,2,99,99,99,99,99,1,2,3
1,3,7,3,4,218.28,2,99,99,99,99,99,1,1,3
1,3,7,3,8,218.28,2,99,99,99,99,99,2,1,2
1,3,7,3,8,218.28,2,99,99,99,99,99,2,1,4
1,3,7,3,3,218.28,2,99,99,99,99,99,2,1,3
1,3,7,3,2,218.28,2,99,99,99,99,99,2,1,3
1,3,7,3,3,218.28,2,99,99,99,99,99,1,1,4
1,3,7,3,3,218.28,2,99,99,99,99,99,1,1,3
1,3,7,3,3,218.28,2,99,99,99,99,99,1,1,3
1,3,7,3,7,218.28,2,99,99,99,99,99,1,1,4
1,3,7,3,5,218.28,2,99,99,99,99,99,2,1,1
1,3,7,3,3,218.28,2,99,99,99,99,99,2,1,4
1,3,7,3,4,218.28,2,99,99,99,99,99,2,1,4
1,3,7,3,4,218.28,2,99,99,99,99,99,2,1,3
1,3,7,3,4,218.28,2,99,99,99,99,99,2,1,1
1,3,7,3,2,218.28,2,99,99,99,99,99,1,1,2
1,3,7,3,4,218.28,2,99,99,99,99,99,1,1,3
1,3,7,3,3,218.28,2,99,99,99,99,99,1,1,3
1,3,7,3,3,218.28,2,99,99,99,99,99,1,1,3
1,3,7,3,1,218.28,2,99,99,99,99,99,1,1,2
1,3,7,3,4,218.28,2,99,99,99,99,99,2,2,2
1,3,7,3,5,218.28,2,99,99,99,99,99,1,1,4
1,3,8,3,3,232.38,1,2,99,99,99,99,2,2,4
2,3,8,3,4,84.3,2,99,99,99,99,99,2,2,4
1,2,5,1,2,157.33,2,99,99,99,99,99,1,1,4
1,2,5,1,4,157.33,2,99,99,99,99,99,2,1,3
1,2,5,3,3,308.29,2,99,99,99,99,99,2,2,2
1,2,5,3,4,308.29,2,99,99,99,99,99,2,1,2
1,2,5,3,3,308.29,2,99,99,99,99,99,2,1,3
1,2,5,3,2,308.29,2,99,99,99,99,99,2,2,4
1,2,5,3,3,308.29,2,99,99,99,99,99,2,2,3
1,2,5,3,4,308.29,2,99,99,99,99,99,2,2,4
1,2,5,3,4,308.29,2,99,99,99,99,99,2,1,3
1,2,5,3,1,308.29,2,99,99,99,99,99,2,2,4
1,2,5,3,2,308.29,2,99,99,99,99,99,1,1,4
1,2,5,3,3,308.29,2,99,99,99,99,99,2,1,4
1,2,5,3,2,308.29,2,99,99,99,99,99,2,2,3
1,2,5,3,4,308.29,2,99,99,99,99,99,1,1,3
1,2,5,3,5,308.29,2,99,99,99,99,99,1,1,3
1,2,5,3,4,308.29,2,99,99,99,99,99,2,2,3
1,2,5,3,3,308.29,2,99,99,99,99,99,2,1,4
1,2,5,3,3,308.29,2,99,99,99,99,99,2,1,3
1,2,5,3,4,308.29,2,99,99,99,99,99,2,1,4
1,2,5,3,3,308.29,2,99,99,99,99,99,1,2,3
1,2,5,3,5,308.29,2,99,99,99,99,99,1,1,3
1,2,5,3,1,308.29,2,99,99,99,99,99,1,1,4
2,3,8,1,5,212.38,2,99,99,99,99,99,2,1,3
1,2,5,3,2,70.87,2,99,99,99,99,99,1,2,3
1,2,5,3,3,70.87,2,99,99,99,99,99,2,1,4
1,2,5,3,5,70.87,2,99,99,99,99,99,1,1,4
1,2,5,3,1,70.87,2,99,99,99,99,99,2,2,1
1,2,5,3,3,70.87,2,99,99,99,99,99,2,2,3
2,2,5,3,8,439.88,2,99,99,99,99,99,1,1,3
1,2,5,3,2,70.87,2,99,99,99,99,99,2,2,2
2,2,5,3,3,439.88,2,99,99,99,99,99,1,1,3
1,2,5,3,4,70.87,2,99,99,99,99,99,2,2,2
2,2,5,3,7,439.88,2,99,99,99,99,99,1,1,3
1,2,5,3,5,70.87,2,99,99,99,99,99,2,2,3
1,2,5,3,4,70.87,2,99,99,99,99,99,1,2,3
1,2,5,3,5,70.87,2,99,99,99,99,99,1,2,4
1,2,5,3,7,70.87,2,99,99,99,99,99,1,2,3
1,2,5,3,4,70.87,2,99,99,99,99,99,1,2,4
1,2,5,3,1,70.87,1,1,1,3,2,3,2,2,3
1,2,5,3,8,70.87,2,99,99,99,99,99,1,1,2
1,2,5,3,3,70.87,2,99,99,99,99,99,2,2,2
1,2,5,3,1,70.87,2,99,99,99,99,99,2,1,1
1,3,7,1,4,182.99,2,99,99,99,99,99,2,1,4
2,3,7,1,1,115.79,2,99,99,99,99,99,2,1,3
1,3,7,1,2,182.99,2,99,99,99,99,99,1,1,4
2,3,7,1,3,115.79,2,99,99,99,99,99,2,1,3
2,3,7,1,2,115.79,2,99,99,99,99,99,2,1,4
2,3,7,1,3,115.79,2,99,99,99,99,99,2,1,3
1,3,7,1,3,182.99,2,99,99,99,99,99,1,2,2
1,3,7,1,3,182.99,2,99,99,99,99,99,1,1,4
2,3,7,1,1,115.79,2,99,99,99,99,99,2,1,3
2,3,7,1,1,115.79,2,99,99,99,99,99,2,1,3
1,3,7,1,4,182.99,2,99,99,99,99,99,2,1,3
2,3,7,1,3,115.79,2,99,99,99,99,99,1,1,3
2,3,7,1,5,115.79,2,99,99,99,99,99,1,1,3
1,3,7,1,6,182.99,2,99,99,99,99,99,2,1,3
1,3,7,1,8,182.99,2,99,99,99,99,99,1,1,3
2,3,7,1,3,115.79,2,99,99,99,99,99,2,1,4
2,3,7,1,3,115.79,2,99,99,99,99,99,2,1,3
2,3,7,1,8,115.79,2,99,99,99,99,99,1,1,4
2,3,7,1,8,115.79,2,99,99,99,99,99,2,1,3
2,3,7,1,3,115.79,2,99,99,99,99,99,2,1,4
2,3,7,1,4,115.79,2,99,99,99,99,99,1,1,4
2,3,7,1,3,115.79,2,99,99,99,99,99,2,2,4
2,3,7,1,3,115.79,2,99,99,99,99,99,2,1,4
1,3,9,1,3,219.73,2,99,99,99,99,99,1,1,3
1,3,9,1,8,219.73,2,99,99,99,99,99,1,1,4
2,3,9,1,2,308.42,2,99,99,99,99,99,2,1,3
1,3,9,1,2,219.73,2,99,99,99,99,99,2,2,2
2,3,9,1,4,308.42,2,99,99,99,99,99,2,1,4
2,3,8,3,4,89.01,2,99,99,99,99,99,1,1,3
2,3,9,1,4,308.42,2,99,99,99,99,99,2,1,3
2,2,4,5,5,114.93,2,99,99,99,99,99,2,1,4
2,2,4,5,2,114.93,2,99,99,99,99,99,2,1,4
2,2,4,5,4,114.93,2,99,99,99,99,99,2,1,4
2,2,4,5,2,114.93,2,99,99,99,99,99,2,1,4
2,2,4,5,5,114.93,2,99,99,99,99,99,2,1,4
2,2,4,5,2,114.93,2,99,99,99,99,99,2,1,3
2,2,4,5,1,114.93,2,99,99,99,99,99,2,1,3
2,3,9,1,4,308.42,2,99,99,99,99,99,2,1,4
2,2,4,5,1,114.93,2,99,99,99,99,99,2,1,4
2,2,4,5,3,114.93,2,99,99,99,99,99,2,1,3
2,2,4,5,2,114.93,2,99,99,99,99,99,2,1,3
2,2,4,5,4,114.93,2,99,99,99,99,99,2,1,3
2,3,8,3,3,89.01,2,99,99,99,99,99,2,1,4
1,3,8,3,5,389.8,1,2,99,99,99,99,1,2,3
1,3,9,1,3,219.73,2,99,99,99,99,99,2,1,4
2,3,8,3,3,89.01,2,99,99,99,99,99,2,1,3
2,2,4,1,1,169.0,2,99,99,99,99,99,2,1,4
2,2,4,1,2,169.0,2,99,99,99,99,99,2,1,4
2,2,4,1,1,169.0,2,99,99,99,99,99,2,1,4
2,2,4,1,2,169.0,2,99,99,99,99,99,2,1,4
2,2,4,1,2,169.0,2,99,99,99,99,99,2,1,3
2,2,4,5,1,114.93,2,99,99,99,99,99,2,1,3
2,2,4,5,1,114.93,2,99,99,99,99,99,2,2,3
2,2,4,1,2,169.0,2,99,99,99,99,99,2,1,4
2,3,8,3,3,89.01,2,99,99,99,99,99,2,1,3
2,2,4,1,3,169.0,2,99,99,99,99,99,2,1,3
2,2,4,5,1,114.93,2,99,99,99,99,99,2,1,3
2,2,4,1,3,169.0,2,99,99,99,99,99,2,1,3
2,2,4,1,2,169.0,2,99,99,99,99,99,2,1,4
2,2,4,1,2,169.0,2,99,99,99,99,99,2,1,3
1,3,8,3,5,389.8,2,99,99,99,99,99,2,1,3
2,2,4,1,2,169.0,2,99,99,99,99,99,2,1,4
2,2,4,1,3,169.0,2,99,99,99,99,99,2,1,3
2,2,4,1,4,169.0,2,99,99,99,99,99,2,1,3
1,3,8,3,3,389.8,2,99,99,99,99,99,2,1,4
2,2,4,5,2,114.93,2,99,99,99,99,99,2,1,3
2,2,4,1,1,169.0,2,99,99,99,99,99,2,1,4
1,3,8,3,4,389.8,1,2,99,99,99,99,1,1,4
2,2,4,1,3,169.0,2,99,99,99,99,99,2,1,3
2,2,4,1,2,169.0,2,99,99,99,99,99,2,1,3
2,2,4,1,2,169.0,2,99,99,99,99,99,2,1,3
2,2,4,1,2,169.0,2,99,99,99,99,99,2,1,3
1,3,8,3,4,389.8,1,2,99,99,99,99,1,1,3
1,3,8,3,5,389.8,2,99,99,99,99,99,1,1,4
1,3,8,3,1,389.8,2,99,99,99,99,99,2,1,3
1,3,9,1,8,219.73,2,99,99,99,99,99,1,1,4
2,2,4,1,3,169.0,2,99,99,99,99,99,2,1,3
2,2,4,1,4,169.0,2,99,99,99,99,99,2,1,3
2,2,4,1,3,169.0,2,99,99,99,99,99,2,1,3
2,2,4,5,3,114.93,2,99,99,99,99,99,1,1,3
2,2,4,1,3,169.0,2,99,99,99,99,99,2,1,4
2,2,4,5,1,114.93,2,99,99,99,99,99,2,1,4
2,2,4,5,4,114.93,2,99,99,99,99,99,2,1,4
2,2,4,5,2,114.93,2,99,99,99,99,99,2,1,3
2,2,4,5,4,114.93,2,99,99,99,99,99,2,1,3
2,2,4,5,2,114.93,2,99,99,99,99,99,2,1,3
2,2,4,5,2,114.93,2,99,99,99,99,99,2,2,3
2,2,4,5,2,114.93,2,99,99,99,99,99,2,1,3
2,2,4,5,1,114.93,2,99,99,99,99,99,2,1,4
2,2,4,5,7,114.93,2,99,99,99,99,99,2,1,3
2,2,4,5,3,114.93,2,99,99,99,99,99,2,1,3
2,2,4,5,1,114.93,2,99,99,99,99,99,2,1,4
2,2,4,5,3,114.93,2,99,99,99,99,99,2,1,4
2,3,9,1,4,308.42,2,99,99,99,99,99,2,1,3
1,3,9,1,3,219.73,2,99,99,99,99,99,2,1,4
1,3,9,1,6,219.73,2,99,99,99,99,99,2,1,2
1,3,9,1,3,219.73,2,99,99,99,99,99,2,2,4
2,3,9,1,8,308.42,2,99,99,99,99,99,2,1,3
2,3,9,1,3,308.42,2,99,99,99,99,99,2,1,4
2,3,9,1,4,308.42,2,99,99,99,99,99,2,2,3
2,3,9,1,4,308.42,2,99,99,99,99,99,2,1,3
1,3,9,1,3,219.73,2,99,99,99,99,99,2,1,3
2,3,9,1,4,308.42,2,99,99,99,99,99,2,2,3
2,2,4,5,3,114.93,2,99,99,99,99,99,2,1,3
1,3,9,1,1,219.73,2,99,99,99,99,99,2,1,3
2,3,9,1,5,308.42,2,99,99,99,99,99,2,1,4
1,3,9,1,4,219.73,2,99,99,99,99,99,2,1,3
1,3,9,1,3,219.73,2,99,99,99,99,99,2,2,3
1,2,6,2,5,169.52,2,99,99,99,99,99,1,1,4
1,2,6,2,3,169.52,2,99,99,99,99,99,2,2,2
1,2,6,2,5,169.52,2,99,99,99,99,99,2,1,3
1,2,6,2,2,169.52,2,99,99,99,99,99,2,1,3
1,2,6,2,3,169.52,2,99,99,99,99,99,2,1,2
1,2,6,2,6,169.52,2,99,99,99,99,99,1,1,2
1,2,6,2,4,169.52,2,99,99,99,99,99,2,1,3
1,2,6,2,4,169.52,2,99,99,99,99,99,1,1,3
1,2,6,2,5,169.52,2,99,99,99,99,99,2,1,4
1,2,6,2,3,169.52,2,99,99,99,99,99,1,1,3
1,2,6,2,3,169.52,2,99,99,99,99,99,2,1,3
1,2,6,2,4,169.52,2,99,99,99,99,99,1,1,4
1,2,6,2,3,169.52,2,99,99,99,99,99,1,1,3
1,2,6,2,3,169.52,2,99,99,99,99,99,2,1,2
1,2,6,2,3,169.52,2,99,99,99,99,99,1,1,1
1,2,6,2,4,169.52,2,99,99,99,99,99,1,1,3
1,2,6,2,3,169.52,2,99,99,99,99,99,1,1,4
1,2,4,5,1,458.57,2,99,99,99,99,99,2,1,4
1,2,4,5,5,458.57,2,99,99,99,99,99,2,1,3
1,2,6,2,2,169.52,2,99,99,99,99,99,1,1,3
2,2,4,5,3,173.91,2,99,99,99,99,99,2,1,3
2,2,4,5,2,173.91,2,99,99,99,99,99,2,1,4
2,2,4,5,4,173.91,2,99,99,99,99,99,2,1,4
2,2,4,5,2,173.91,2,99,99,99,99,99,2,1,3
2,2,4,5,3,173.91,2,99,99,99,99,99,1,1,4
1,2,4,5,2,458.57,2,99,99,99,99,99,2,1,4
1,2,4,5,4,458.57,2,99,99,99,99,99,1,1,3
1,2,4,5,3,458.57,2,99,99,99,99,99,2,1,4
1,2,4,5,2,458.57,2,99,99,99,99,99,2,1,3
1,2,6,2,2,169.52,2,99,99,99,99,99,1,1,4
2,2,4,5,3,173.91,2,99,99,99,99,99,2,1,4
2,2,4,5,1,173.91,2,99,99,99,99,99,2,1,2
1,2,4,5,2,458.57,2,99,99,99,99,99,2,1,3
1,2,4,5,2,458.57,2,99,99,99,99,99,2,1,3
1,2,6,2,6,169.52,2,99,99,99,99,99,1,1,3
1,2,4,5,2,458.57,2,99,99,99,99,99,2,1,4
1,2,4,5,3,458.57,2,99,99,99,99,99,2,1,4
2,2,4,5,4,173.91,2,99,99,99,99,99,2,1,3
2,2,4,5,1,173.91,2,99,99,99,99,99,2,1,4
2,2,4,5,2,173.91,2,99,99,99,99,99,2,1,3
2,2,4,5,8,173.91,2,99,99,99,99,99,1,1,3
1,2,4,5,1,458.57,2,99,99,99,99,99,2,1,3
2,2,4,5,2,173.91,2,99,99,99,99,99,2,1,3
1,2,4,5,4,458.57,2,99,99,99,99,99,1,1,4
1,2,4,5,1,458.57,2,99,99,99,99,99,2,1,3
1,2,4,5,3,458.57,2,99,99,99,99,99,2,1,4
2,3,8,4,1,193.99,2,99,99,99,99,99,2,1,3
2,3,8,4,5,193.99,2,99,99,99,99,99,1,1,4
2,3,8,4,3,193.99,2,99,99,99,99,99,1,1,4
2,3,8,4,4,193.99,2,99,99,99,99,99,1,1,3
2,3,8,4,7,193.99,2,99,99,99,99,99,2,1,3
2,3,8,4,6,193.99,2,99,99,99,99,99,1,1,4
1,3,8,4,4,217.32,2,99,99,99,99,99,2,1,4
2,3,8,4,8,193.99,2,99,99,99,99,99,2,2,3
2,3,8,4,3,193.99,2,99,99,99,99,99,1,1,3
2,3,8,4,5,193.99,2,99,99,99,99,99,2,1,4
2,3,8,4,3,193.99,2,99,99,99,99,99,1,1,4
2,3,8,4,4,193.99,2,99,99,99,99,99,2,1,3
2,3,8,4,4,193.99,2,99,99,99,99,99,2,1,4
1,3,8,4,8,217.32,2,99,99,99,99,99,2,1,3
2,3,8,4,6,193.99,2,99,99,99,99,99,2,1,3
1,3,8,4,4,217.32,2,99,99,99,99,99,2,1,4
1,3,8,4,6,217.32,2,99,99,99,99,99,2,1,3
1,3,8,4,5,217.32,2,99,99,99,99,99,1,1,4
2,3,8,4,3,193.99,2,99,99,99,99,99,2,1,4
2,3,8,4,4,193.99,2,99,99,99,99,99,2,1,4
1,3,8,4,3,217.32,2,99,99,99,99,99,2,1,4
2,3,8,4,6,193.99,2,99,99,99,99,99,2,1,4
2,3,8,4,4,193.99,2,99,99,99,99,99,1,1,4
1,3,8,4,8,217.32,2,99,99,99,99,99,2,2,3
2,3,8,4,4,193.99,2,99,99,99,99,99,1,1,2
2,3,7,1,4,242.23,2,99,99,99,99,99,2,1,2
2,3,7,1,4,242.23,2,99,99,99,99,99,2,1,3
2,3,7,1,6,242.23,2,99,99,99,99,99,2,1,3
2,3,7,1,4,242.23,2,99,99,99,99,99,2,1,4
2,3,7,1,3,242.23,2,99,99,99,99,99,2,1,4
2,3,7,1,4,242.23,2,99,99,99,99,99,2,1,3
2,3,7,1,5,242.23,2,99,99,99,99,99,2,1,3
2,3,7,1,3,242.23,2,99,99,99,99,99,2,2,3
2,3,7,1,4,242.23,2,99,99,99,99,99,1,1,2
2,3,7,1,3,242.23,2,99,99,99,99,99,1,1,4
2,3,7,1,6,242.23,2,99,99,99,99,99,1,1,3
1,3,8,4,8,217.32,2,99,99,99,99,99,1,1,3
2,3,7,1,1,242.23,2,99,99,99,99,99,2,1,3
2,3,7,1,6,242.23,2,99,99,99,99,99,2,1,4
2,2,4,4,3,646.43,2,99,99,99,99,99,2,1,2
2,2,4,4,3,646.43,2,99,99,99,99,99,2,1,4
1,2,4,4,3,526.74,2,99,99,99,99,99,1,1,2
2,2,4,4,6,646.43,2,99,99,99,99,99,2,1,3
2,2,4,4,1,646.43,2,99,99,99,99,99,2,1,4
1,2,4,4,2,526.74,2,99,99,99,99,99,2,1,3
1,2,4,4,2,526.74,2,99,99,99,99,99,2,1,4
1,2,4,4,1,526.74,2,99,99,99,99,99,2,1,4
1,2,4,4,3,526.74,2,99,99,99,99,99,2,1,4
2,2,4,4,6,646.43,2,99,99,99,99,99,2,1,3
2,2,4,4,4,646.43,2,99,99,99,99,99,2,1,4
1,2,4,4,8,526.74,2,99,99,99,99,99,1,1,3
2,2,4,4,6,646.43,2,99,99,99,99,99,2,1,3
2,2,4,4,3,646.43,2,99,99,99,99,99,2,1,4
2,2,4,4,2,646.43,2,99,99,99,99,99,2,2,4
2,2,4,4,3,646.43,2,99,99,99,99,99,2,1,3
2,2,4,4,4,646.43,2,99,99,99,99,99,2,1,3
1,2,4,4,4,526.74,2,99,99,99,99,99,2,1,2
2,2,4,4,3,646.43,2,99,99,99,99,99,2,1,3
1,2,4,4,8,526.74,2,99,99,99,99,99,2,1,4
1,2,4,4,3,526.74,2,99,99,99,99,99,2,1,4
1,2,4,4,2,526.74,2,99,99,99,99,99,2,1,3
1,2,4,4,3,526.74,2,99,99,99,99,99,2,1,3
1,2,5,5,3,142.16,2,99,99,99,99,99,2,1,3
2,2,5,5,8,446.59,2,99,99,99,99,99,1,1,4
1,2,5,5,2,142.16,2,99,99,99,99,99,2,1,4
1,2,5,5,3,142.16,2,99,99,99,99,99,1,1,3
2,2,5,5,4,446.59,2,99,99,99,99,99,2,1,3
2,2,5,5,1,446.59,2,99,99,99,99,99,2,1,3
2,2,5,5,1,446.59,2,99,99,99,99,99,2,1,3
1,2,5,5,8,142.16,1,2,99,99,99,99,2,1,4
2,2,5,5,3,446.59,2,99,99,99,99,99,2,1,2
1,2,5,5,3,142.16,2,99,99,99,99,99,1,1,3
1,2,5,5,3,142.16,2,99,99,99,99,99,1,1,4
2,2,5,5,2,446.59,2,99,99,99,99,99,2,1,3
2,2,5,5,8,446.59,2,99,99,99,99,99,1,1,3
2,2,5,5,5,446.59,2,99,99,99,99,99,1,1,4
2,2,5,5,4,446.59,2,99,99,99,99,99,1,1,3
2,2,5,5,3,446.59,2,99,99,99,99,99,1,1,3
1,2,6,4,4,311.76,2,99,99,99,99,99,2,1,2
1,2,5,5,2,142.16,2,99,99,99,99,99,1,1,4
1,2,6,4,4,311.76,2,99,99,99,99,99,1,1,1
1,2,5,5,2,142.16,2,99,99,99,99,99,2,1,3
1,2,6,4,4,311.76,2,99,99,99,99,99,1,1,4
1,2,6,4,3,311.76,2,99,99,99,99,99,2,1,4
1,2,6,1,8,266.75,1,2,99,99,99,99,1,1,4
1,2,6,1,3,266.75,2,99,99,99,99,99,1,1,2
2,2,6,1,3,428.86,2,99,99,99,99,99,1,1,4
1,2,6,1,3,266.75,2,99,99,99,99,99,2,1,4
2,2,6,1,5,428.86,2,99,99,99,99,99,2,1,3
2,2,6,1,3,428.86,2,99,99,99,99,99,2,1,3
2,2,6,1,5,428.86,2,99,99,99,99,99,1,1,4
1,2,6,4,6,311.76,2,99,99,99,99,99,1,1,3
1,2,6,1,2,266.75,2,99,99,99,99,99,1,1,3
1,2,6,1,3,266.75,1,2,99,99,99,99,1,1,1
1,2,6,4,8,311.76,2,99,99,99,99,99,1,1,3
2,2,6,4,3,478.74,2,99,99,99,99,99,2,1,3
1,2,6,1,2,266.75,2,99,99,99,99,99,2,1,4
2,2,6,1,2,428.86,2,99,99,99,99,99,2,1,3
1,2,6,1,3,266.75,2,99,99,99,99,99,2,1,3
1,2,6,1,4,266.75,2,99,99,99,99,99,1,1,4
2,2,6,4,2,478.74,2,99,99,99,99,99,2,1,3
2,2,6,1,3,428.86,2,99,99,99,99,99,2,1,3
2,2,6,1,3,428.86,2,99,99,99,99,99,2,1,3
1,2,6,1,3,266.75,2,99,99,99,99,99,1,1,2
2,2,6,4,3,478.74,2,99,99,99,99,99,2,1,2
2,2,6,1,3,428.86,2,99,99,99,99,99,1,1,3
1,2,6,4,2,311.76,2,99,99,99,99,99,2,1,3
1,2,6,4,3,311.76,2,99,99,99,99,99,1,1,4
1,2,6,4,3,311.76,2,99,99,99,99,99,1,1,3
2,2,6,1,3,428.86,2,99,99,99,99,99,1,1,4
2,2,6,1,8,428.86,2,99,99,99,99,99,1,1,3
2,2,6,1,3,428.86,2,99,99,99,99,99,2,1,2
2,2,6,4,2,478.74,2,99,99,99,99,99,1,1,3
2,2,6,4,5,478.74,2,99,99,99,99,99,1,1,4
2,2,6,4,2,478.74,2,99,99,99,99,99,2,1,4
2,2,6,1,1,428.86,2,99,99,99,99,99,2,1,1
1,2,6,1,2,266.75,2,99,99,99,99,99,1,1,4
1,2,6,1,4,266.75,2,99,99,99,99,99,1,1,3
1,2,6,4,2,311.76,2,99,99,99,99,99,2,1,3
2,2,6,1,4,428.86,2,99,99,99,99,99,1,1,4
1,2,6,4,2,311.76,2,99,99,99,99,99,2,1,4
2,2,6,1,2,428.86,2,99,99,99,99,99,1,1,3
1,2,6,4,4,311.76,2,99,99,99,99,99,2,1,3
2,2,6,4,4,478.74,2,99,99,99,99,99,1,1,3
2,2,6,4,2,478.74,2,99,99,99,99,99,1,1,3
2,2,6,4,5,478.74,2,99,99,99,99,99,2,1,4
2,2,6,4,1,478.74,2,99,99,99,99,99,2,1,3
1,2,6,4,1,311.76,2,99,99,99,99,99,2,2,4
2,2,5,2,4,305.78,2,99,99,99,99,99,2,1,3
2,2,5,2,2,305.78,2,99,99,99,99,99,2,1,3
2,2,5,2,4,305.78,2,99,99,99,99,99,2,1,2
2,2,5,2,4,305.78,2,99,99,99,99,99,2,1,3
2,2,5,2,3,305.78,2,99,99,99,99,99,2,1,4
2,2,5,2,3,305.78,2,99,99,99,99,99,2,1,4
2,2,5,2,8,305.78,2,99,99,99,99,99,2,1,4
2,2,5,2,2,305.78,2,99,99,99,99,99,2,1,4
2,2,5,2,3,305.78,2,99,99,99,99,99,2,1,4
2,2,5,2,3,305.78,2,99,99,99,99,99,2,1,3
2,2,5,2,2,305.78,2,99,99,99,99,99,2,1,3
2,2,5,2,8,305.78,2,99,99,99,99,99,1,1,3
2,2,5,2,2,305.78,2,99,99,99,99,99,2,1,4
2,2,5,2,3,305.78,2,99,99,99,99,99,2,1,4
2,2,5,2,2,305.78,2,99,99,99,99,99,2,1,2
2,2,5,2,3,305.78,2,99,99,99,99,99,2,1,3
2,2,5,2,2,305.78,2,99,99,99,99,99,2,1,4
2,2,5,2,1,305.78,2,99,99,99,99,99,2,1,4
2,2,5,2,2,305.78,2,99,99,99,99,99,2,1,4
2,2,5,2,4,305.78,2,99,99,99,99,99,1,1,4
2,2,5,2,4,305.78,2,99,99,99,99,99,2,1,2
2,2,5,2,5,305.78,1,2,99,99,99,99,1,1,3
2,2,5,2,6,305.78,2,99,99,99,99,99,2,1,3
2,2,5,1,3,392.06,2,99,99,99,99,99,2,1,3
2,2,5,1,2,392.06,2,99,99,99,99,99,2,1,3
2,2,5,2,4,209.27,2,99,99,99,99,99,2,1,3
2,2,5,1,5,392.06,2,99,99,99,99,99,2,1,3
2,2,5,2,2,209.27,2,99,99,99,99,99,2,1,4
2,2,5,2,5,209.27,2,99,99,99,99,99,2,1,4
1,2,5,2,1,178.39,2,99,99,99,99,99,2,1,4
2,2,5,2,2,209.27,2,99,99,99,99,99,2,1,4
2,2,5,1,3,392.06,2,99,99,99,99,99,2,2,3
1,2,5,2,2,178.39,2,99,99,99,99,99,2,1,4
2,2,5,1,4,392.06,2,99,99,99,99,99,1,1,3
2,2,5,2,1,209.27,2,99,99,99,99,99,2,1,4
2,2,5,2,2,209.27,2,99,99,99,99,99,2,1,4
2,2,5,1,3,392.06,2,99,99,99,99,99,2,1,2
2,2,5,2,2,209.27,2,99,99,99,99,99,2,1,4
2,2,5,2,5,209.27,2,99,99,99,99,99,2,1,4
1,2,5,2,2,178.39,2,99,99,99,99,99,2,1,4
1,2,5,2,5,178.39,1,2,99,99,99,99,2,1,3
2,2,5,2,2,209.27,2,99,99,99,99,99,2,1,3
2,2,5,1,3,392.06,2,99,99,99,99,99,2,1,3
2,2,5,1,2,392.06,2,99,99,99,99,99,2,1,4
2,2,5,1,6,392.06,2,99,99,99,99,99,2,2,2
2,2,5,1,3,392.06,2,99,99,99,99,99,1,1,3
2,2,5,1,3,392.06,2,99,99,99,99,99,2,1,3
2,2,5,1,3,392.06,2,99,99,99,99,99,2,2,2
2,2,5,1,4,392.06,2,99,99,99,99,99,2,1,4
1,2,5,2,1,178.39,2,99,99,99,99,99,2,1,3
2,2,5,1,3,392.06,2,99,99,99,99,99,2,1,3
2,2,5,1,3,392.06,2,99,99,99,99,99,1,1,4
2,2,5,1,3,392.06,2,99,99,99,99,99,2,2,3
2,2,5,1,2,392.06,2,99,99,99,99,99,2,1,3
